repo	caminho	data_ultima_mudanca	tipo	area	estado	destino_proposto	duplica_de	resumo_uma_linha
saru-docs	docs/produto/mvp.md	2026-07-08	especificacao	produto	vigente	poc-trackday/docs		Define escopo dentro e fora do MVP e a definicao de pronto do fluxo SA e Sim Reference.
saru-docs	docs/produto/personas.md	2026-07-15	pesquisa	negocio	vigente	empresa/docs/negocio		Descreve as tres personas de compra do GTM (chefe de equipe, sim racer e entusiasta de track day) e seus gatilhos de compra.
saru-docs	docs/produto/use-cases.md	2026-07-18	especificacao	produto	vigente	poc-trackday/docs		Detalha os seis casos de uso do MVP com fluxos, criterios de aceite e tabela de rastreabilidade ate o status real verificado em jul/2026.
saru-docs	docs/research/benchmarking.md	2026-07-08	pesquisa	arquitetura_software	vigente	empresa/docs/pesquisa		Organiza referencias de mercado, projetos open source, standards automotivos e artigos academicos usados para orientar o MVP.
saru-docs	docs/research/bibliografia.md	2026-07-08	referencia_externa	arquitetura_software	duplicado	descartar	docs/research/benchmarking.md	Lista condensada de referencias de standards, mercado, simulacao e telemetria, sobrepondo o conteudo de benchmarking.md.
saru-docs	docs/research/index.md	2026-07-15	indice	negocio	stale	empresa/docs/pesquisa		Explica que o P&D vivo mora na SARU Knowledge Base, hoje tambem arquivada, e lista bibliografia e benchmarking como indice.
saru-docs	docs/roadmap.md	2026-07-08	especificacao	produto	obsoleto	arquivo		Roadmap semanal do bootstrap ao MVP SA e Sim Reference e itens pos-MVP, com cronograma de semanas 0 a 4 hoje decorrido.
saru-docs	docs/runbooks/alpha-release.md	2026-07-08	runbook	processo	vigente	poc-trackday/docs		Runbook de preparacao do alpha v0.1.0-alpha.1, com checklist de secrets, smoke test de produto e esquema de tags de versao.
saru-docs	docs/runbooks/github-flow.md	2026-07-08	runbook	processo	vigente	empresa/docs/processo		Resume o fluxo GitHub Flow padrao de branch, commit, PR, CI e merge, com restricao de self-merge em areas sensiveis.
saru-docs	docs/runbooks/mvp-board.md	2026-07-08	runbook	processo	stale	arquivo		Runbook para criar o GitHub Project MVP Alpha com campos, views recomendadas e lista de issues por repositorio antigo (saru-app, saru-physics-py/jl).
saru-docs	docs/runbooks/release.md	2026-07-08	runbook	processo	duplicado	empresa/docs/processo	docs/runbooks/alpha-release.md	Checklist generico de release e esquema de tags, sobreposto ao runbook mais detalhado de alpha release.
saru-research	.agents/skills/docs-auditor/SKILL.md	2026-06-29	runbook	processo	stale	arquivo		Define skill de agente que obriga registrar pesquisa e arquitetura em tres documentos mestre dentro de um caminho saru-knowledge-base que nao existe mais.
saru-research	.claude/context.md	2026-06-29	ata	processo	obsoleto	arquivo		Registra estado de sessao e decisoes pontuais de 26 de junho de 2026 sobre configuracao do workspace multi-repo, sem conteudo permanente.
saru-research	.claude/rules/calibration-guardrails.md	2026-06-29	especificacao	dinamica_veicular	vigente	fisica		Define baseline oficial de calibracao, veiculo 992 GT3 R em Interlagos e tempo de volta canonico de 94.0 segundos, com regra de aprovacao para mudancas.
saru-research	.claude/rules/git-workflow.md	2026-06-29	especificacao	processo	duplicado	descartar	~/.claude/CLAUDE.md	Repete regras de branching, commit e merge ja consolidadas no CLAUDE.md global atual do operador.
saru-research	.claude/rules/python-workspace.md	2026-06-29	especificacao	arquitetura_software	vigente	poc-trackday/docs		Define padrao de codigo Python do workspace, incluindo ruff, uv, tipagem estrita, unidades SI e convencao de eixo SAE.
saru-research	.github/copilot-instructions.md	2026-06-29	runbook	processo	stale	arquivo		Descreve a forma do antigo workspace polyrepo e comandos de build e teste para saru-core, saru-os, saru-desktop-app e outros sub-repositorios.
saru-research	AGENTS.md	2026-06-29	runbook	processo	stale	arquivo		Define regras globais antigas de operacao de agente de IA para o ecossistema SARU, citando saru-knowledge-base, saru-os e ~/Projects/SARU.
saru-research	README.md	2026-06-29	indice	arquitetura_software	stale	arquivo		Apresenta o indice de navegacao do antigo workspace polyrepo SARU, com arvore de repositorios como saru-gateway, saru-core e lts-copatruck.
saru-research	SGM.md	2026-06-29	relatorio	empresa	stale	arquivo		Registra o status vivo global do ecossistema SARU em junho de 2026, inventario de produtos como saru-os e saru-core, e protocolo de organizacao de documentacao.
saru-research	_shared/tire_data/README.md	2026-06-29	referencia_externa	pneu	duplicado	fisica	SARU/_shared/tire_data/README.md	Documenta os parametros Magic Formula 6.2 do pneu Pirelli Scorpion 225/60R18 medido no ARC/UnB para o Fiat Toro.
saru-research	implementation_plan.md	2026-06-29	especificacao	arquitetura_software	stale	arquivo		Propoe excluir arquivos de scratch do workspace e consolidar cinco documentos extensos em um relatorio unico de arquitetura para saru-core e saru-os.
